iter	Precision_SumError	Precision_SumWeight	Recall_SumError	Recall_SumWeight	F1_TP	F1_TP+FP	F1_TP+FN
855	272	298	272	340	272	298	340
856	272	298	272	340	272	298	340
857	272	298	272	340	272	298	340
858	272	298	272	340	272	298	340
859	272	298	272	340	272	298	340
860	272	298	272	340	272	298	340
861	272	298	272	340	272	298	340
862	272	298	272	340	272	298	340
863	272	298	272	340	272	298	340
864	272	298	272	340	272	298	340
865	272	298	272	340	272	298	340
866	272	298	272	340	272	298	340
867	272	298	272	340	272	298	340
868	272	298	272	340	272	298	340
869	272	298	272	340	272	298	340
870	272	298	272	340	272	298	340
871	272	298	272	340	272	298	340
872	272	298	272	340	272	298	340
873	272	298	272	340	272	298	340
874	272	298	272	340	272	298	340
875	272	298	272	340	272	298	340
876	272	298	272	340	272	298	340
877	272	298	272	340	272	298	340
878	272	298	272	340	272	298	340
879	272	298	272	340	272	298	340
880	272	298	272	340	272	298	340
881	272	298	272	340	272	298	340
882	272	298	272	340	272	298	340
883	272	298	272	340	272	298	340
884	272	298	272	340	272	298	340
885	272	298	272	340	272	298	340
886	272	298	272	340	272	298	340
887	272	298	272	340	272	298	340
888	272	298	272	340	272	298	340
889	271	297	271	340	271	297	340
890	271	297	271	340	271	297	340
891	271	297	271	340	271	297	340
892	272	298	272	340	272	298	340
893	272	298	272	340	272	298	340
894	272	298	272	340	272	298	340
895	272	298	272	340	272	298	340
896	272	298	272	340	272	298	340
897	272	298	272	340	272	298	340
898	272	298	272	340	272	298	340
899	272	298	272	340	272	298	340
900	272	298	272	340	272	298	340
901	272	298	272	340	272	298	340
902	272	298	272	340	272	298	340
903	272	298	272	340	272	298	340
904	272	298	272	340	272	298	340
905	272	298	272	340	272	298	340
906	272	298	272	340	272	298	340
907	272	298	272	340	272	298	340
908	272	298	272	340	272	298	340
909	272	298	272	340	272	298	340
910	272	298	272	340	272	298	340
911	272	298	272	340	272	298	340
912	272	298	272	340	272	298	340
913	272	298	272	340	272	298	340
914	273	299	273	340	273	299	340
915	273	299	273	340	273	299	340
916	273	299	273	340	273	299	340
917	273	299	273	340	273	299	340
918	273	299	273	340	273	299	340
919	273	299	273	340	273	299	340
920	273	299	273	340	273	299	340
921	273	299	273	340	273	299	340
922	272	298	272	340	272	298	340
923	272	298	272	340	272	298	340
924	272	298	272	340	272	298	340
925	273	299	273	340	273	299	340
926	272	298	272	340	272	298	340
927	272	298	272	340	272	298	340
928	272	298	272	340	272	298	340
929	272	298	272	340	272	298	340
930	272	298	272	340	272	298	340
931	272	298	272	340	272	298	340
932	272	298	272	340	272	298	340
933	272	298	272	340	272	298	340
934	272	298	272	340	272	298	340
935	272	299	272	340	272	299	340
936	273	299	273	340	273	299	340
937	272	298	272	340	272	298	340
938	272	298	272	340	272	298	340
939	273	299	273	340	273	299	340
940	273	299	273	340	273	299	340
941	273	299	273	340	273	299	340
942	273	299	273	340	273	299	340
943	273	299	273	340	273	299	340
944	273	299	273	340	273	299	340
945	273	299	273	340	273	299	340
946	273	299	273	340	273	299	340
947	273	299	273	340	273	299	340
948	273	299	273	340	273	299	340
949	273	299	273	340	273	299	340
950	273	299	273	340	273	299	340
951	273	299	273	340	273	299	340
952	272	298	272	340	272	298	340
953	272	298	272	340	272	298	340
954	272	298	272	340	272	298	340
955	272	298	272	340	272	298	340
956	272	298	272	340	272	298	340
957	272	298	272	340	272	298	340
958	272	298	272	340	272	298	340
959	272	298	272	340	272	298	340
960	272	298	272	340	272	298	340
961	272	298	272	340	272	298	340
962	272	298	272	340	272	298	340
963	272	298	272	340	272	298	340
964	273	299	273	340	273	299	340
965	273	299	273	340	273	299	340
966	273	299	273	340	273	299	340
967	273	299	273	340	273	299	340
968	273	299	273	340	273	299	340
969	273	299	273	340	273	299	340
970	273	299	273	340	273	299	340
971	273	299	273	340	273	299	340
972	273	299	273	340	273	299	340
973	273	299	273	340	273	299	340
974	273	299	273	340	273	299	340
975	273	299	273	340	273	299	340
976	273	299	273	340	273	299	340
977	273	299	273	340	273	299	340
978	273	299	273	340	273	299	340
979	273	299	273	340	273	299	340
980	273	299	273	340	273	299	340
981	272	298	272	340	272	298	340
982	273	299	273	340	273	299	340
983	272	298	272	340	272	298	340
984	271	297	271	340	271	297	340
985	272	298	272	340	272	298	340
986	272	298	272	340	272	298	340
987	272	298	272	340	272	298	340
988	272	298	272	340	272	298	340
989	272	298	272	340	272	298	340
990	272	298	272	340	272	298	340
991	272	298	272	340	272	298	340
992	272	298	272	340	272	298	340
993	272	298	272	340	272	298	340
994	272	298	272	340	272	298	340
995	272	298	272	340	272	298	340
996	272	298	272	340	272	298	340
997	272	298	272	340	272	298	340
998	272	298	272	340	272	298	340
999	272	298	272	340	272	298	340
