iter	Passed	Remaining
0	87	87096
1	143	71819
2	227	75621
3	323	80441
4	413	82263
5	894	148236
6	1223	173601
7	1332	165174
8	1374	151328
9	1459	144524
10	1533	137867
11	1585	130548
12	1658	125909
13	1737	122339
14	1798	118087
15	1844	113406
16	1921	111121
17	1997	108962
18	2074	107125
19	2154	105582
20	2232	104078
21	2462	109487
22	2758	117178
23	2966	120623
24	3017	117690
25	3100	116143
26	3175	114439
27	3248	112783
28	3326	111367
29	3417	110491
30	3501	109455
31	3583	108415
32	3671	107574
33	3763	106922
34	3851	106200
35	3951	105800
36	4195	109202
37	4694	118845
38	4965	122363
39	5072	121736
40	5157	120631
41	5211	118872
42	5280	117527
43	5351	116268
44	5429	115227
45	5504	114156
46	5578	113119
47	5654	112151
48	5723	111078
49	5790	110026
50	5869	109219
51	6008	109539
52	6286	112322
53	6535	114486
54	6612	113619
55	6693	112836
56	6783	112230
57	6866	111525
58	6943	110745
59	7022	110020
60	7098	109276
61	7145	108099
62	7215	107317
63	7301	106780
64	7393	106354
65	7463	105617
66	7537	104968
67	7730	105953
68	8055	108687
69	8278	109986
70	8362	109419
71	8441	108803
72	8497	107903
73	8577	107333
74	8651	106700
75	8684	105586
76	8765	105066
77	8785	103844
78	8825	102891
79	8918	102563
80	8991	102016
81	9067	101513
82	9140	100981
83	9166	99962
84	9236	99424
85	9653	102593
86	9797	102813
87	10108	104758
88	10297	105404
89	10421	105368
90	10502	104914
91	10570	104321
92	10640	103770
93	10703	103166
94	10764	102547
95	10845	102125
96	10924	101700
97	11005	101292
98	11079	100831
99	11160	100442
100	11234	99997
101	11317	99640
102	11545	100542
103	11931	102797
104	12118	103298
105	12159	102551
106	12252	102255
107	12323	101785
108	12405	101403
109	12488	101039
110	12571	100686
111	12650	100299
112	12714	99801
113	12750	99096
114	12821	98670
115	12906	98353
116	12979	97953
117	13065	97656
118	13280	98316
119	13452	98648
120	14020	101850
121	14106	101521
122	14199	101243
123	14267	100790
124	14323	100267
125	14383	99769
126	14446	99307
127	14527	98967
128	14604	98609
129	14677	98224
130	14756	97890
131	14830	97521
132	14906	97172
133	14983	96830
134	15077	96610
135	15355	97549
136	15744	99180
137	15823	98839
138	15912	98564
139	16007	98334
140	16099	98082
141	16187	97808
142	16277	97550
143	16355	97226
144	16439	96937
145	16517	96615
146	16547	96021
147	16618	95669
148	16693	95342
149	16794	95169
150	17071	95982
151	17304	96538
152	17538	97090
153	17631	96856
154	17716	96584
155	17795	96277
156	17878	95997
157	17965	95739
158	18048	95461
159	18124	95154
160	18197	94831
161	18274	94529
162	18353	94244
163	18433	93968
164	18758	94927
165	19038	95648
166	19431	96924
167	19518	96663
168	19610	96427
169	19693	96152
170	19767	95833
171	19843	95525
172	19918	95219
173	19992	94904
174	20066	94597
175	20135	94268
176	20181	93836
177	20255	93537
178	20335	93270
179	20407	92966
180	20522	92859
181	20787	93430
182	21071	94074
183	21154	93814
184	21239	93567
185	21320	93303
186	21402	93051
187	21473	92748
188	21547	92459
189	21621	92177
190	21696	91896
191	21768	91608
192	21834	91299
193	21907	91019
194	21987	90770
195	22057	90480
196	22157	90315
197	22448	90925
198	22837	91925
199	23069	92277
200	23148	92018
201	23195	91633
202	23250	91282
203	23329	91030
204	23409	90783
205	23462	90433
206	23551	90223
207	23626	89962
208	23700	89697
209	23774	89437
210	23803	89008
211	23872	88732
212	23941	88460
213	24012	88197
214	24257	88567
215	24551	89112
216	24743	89280
217	24813	89009
218	24883	88738
219	24945	88443
220	25004	88139
221	25071	87862
222	25146	87619
223	25221	87373
224	25297	87137
225	25375	86905
226	25451	86668
227	25530	86446
228	25599	86187
229	25669	85937
230	25794	85869
231	25932	85845
232	26311	86612
233	26542	86887
234	26630	86691
235	26658	86301
236	26738	86080
237	26814	85852
238	26889	85617
239	26972	85412
240	27052	85198
241	27126	84965
242	27198	84728
243	27265	84478
244	27344	84265
245	27428	84068
246	27466	83735
247	27755	84162
248	28033	84551
249	28344	85034
250	28545	85181
251	28626	84971
252	28660	84621
253	28746	84428
254	28822	84207
255	28899	83989
256	28968	83750
257	29059	83574
258	29130	83343
259	29219	83164
260	29298	82956
261	29368	82724
262	29455	82542
263	29721	82860
264	30015	83251
265	30251	83475
266	30343	83303
267	30431	83117
268	30503	82893
269	30576	82670
270	30659	82474
271	30748	82298
272	30817	82066
273	30890	81847
274	30968	81642
275	31047	81442
276	31116	81217
277	31188	80999
278	31636	81756
279	31952	82164
280	32224	82454
281	32320	82291
282	32420	82139
283	32504	81948
284	32586	81751
285	32662	81542
286	32736	81328
287	32807	81108
288	32885	80905
289	32963	80703
290	33042	80504
291	33117	80299
292	33189	80085
293	33391	80185
294	33719	80584
295	34009	80887
296	34089	80690
297	34180	80520
298	34264	80331
299	34330	80105
300	34408	79906
301	34485	79705
302	34555	79489
303	34640	79308
304	34722	79120
305	34795	78914
306	34874	78723
307	34951	78526
308	35138	78577
309	35425	78851
310	35725	79147
311	35808	78961
312	35894	78785
313	35975	78595
314	36056	78408
315	36140	78227
316	36213	78025
317	36289	77828
318	36367	77637
319	36440	77436
320	36525	77260
321	36600	77064
322	36682	76886
323	37014	77227
324	37308	77486
325	37757	78063
326	37827	77853
327	37898	77644
328	37957	77415
329	38018	77189
330	38077	76960
331	38135	76729
332	38203	76521
333	38265	76302
334	38330	76089
335	38392	75871
336	38466	75677
337	38574	75550
338	38659	75380
339	38735	75192
340	38846	75072
341	39190	75401
342	39554	75763
343	39641	75595
344	39739	75448
345	39822	75271
346	39894	75075
347	39970	74886
348	40038	74685
349	40111	74492
350	40190	74312
351	40271	74136
352	40355	73966
353	40435	73788
354	40509	73601
355	40580	73409
356	40998	73842
357	41310	74081
358	41544	74178
359	41623	73997
360	41707	73826
361	41786	73646
362	41867	73469
363	41934	73270
364	42010	73086
365	42084	72900
366	42177	72747
367	42264	72585
368	42349	72418
369	42431	72247
370	42505	72064
371	42714	72108
372	42969	72229
373	43287	72454
374	43379	72298
375	43461	72126
376	43543	71957
