iter	Passed	Remaining
0	25	25289
1	91	45727
2	179	59658
3	675	168312
4	877	174696
5	1181	195757
6	1219	172938
7	1308	162264
8	1383	152363
9	1441	142750
10	1548	139205
11	1637	134841
12	1676	127299
13	1753	123486
14	1794	117847
15	1863	114574
16	1926	111379
17	2000	109129
18	2074	107089
19	2168	106264
20	2360	110050
21	2688	119513
22	3042	129243
23	3139	127653
24	3211	125257
25	3286	123108
26	3345	120574
27	3419	118709
28	3491	116905
29	3563	115208
30	3624	113284
31	3703	112019
32	3785	110931
33	3871	109999
34	3949	108894
35	3988	106793
36	4074	106055
37	4511	114220
38	4808	118484
39	5211	125079
40	5297	123908
41	5384	122807
42	5466	121656
43	5540	120387
44	5588	118608
45	5666	117509
46	5716	115916
47	5753	114115
48	5829	113143
49	5863	111399
50	5940	110546
51	6018	109715
52	6093	108869
53	6166	108033
54	6261	107590
55	6508	109711
56	6838	113127
57	7151	116155
58	7241	115494
59	7319	114666
60	7397	113873
61	7483	113212
62	7573	112640
63	7603	111200
64	7683	110525
65	7749	109671
66	7810	108761
67	7881	108018
68	7952	107303
69	8037	106789
70	8115	106193
71	8493	109469
72	8754	111172
73	9055	113318
74	9109	112350
75	9172	111517
76	9233	110688
77	9267	109541
78	9318	108632
79	9366	107719
80	9427	106957
81	9486	106199
82	9541	105417
83	9603	104718
84	9664	104038
85	9724	103349
86	9776	102598
87	9839	101974
88	9897	101307
89	9970	100811
90	10042	100317
91	10262	101288
92	10529	102694
93	10785	103952
94	10870	103555
95	10941	103036
96	11033	102710
97	11107	102230
98	11178	101740
99	11268	101419
100	11353	101059
101	11450	100808
102	11539	100493
103	11584	99809
104	11669	99470
105	11773	99298
106	12241	102161
107	12519	103405
108	12898	105436
109	13001	105190
110	13089	104831
111	13117	104002
112	13199	103613
113	13298	103354
114	13370	102892
115	13436	102397
116	13509	101955
117	13588	101567
118	13647	101036
119	13701	100479
120	13770	100033
121	13864	99780
122	14006	99870
123	14280	100885
124	14672	102706
125	14775	102492
126	14875	102257
127	14978	102039
128	15074	101784
129	15119	101186
130	15208	100888
131	15301	100619
132	15396	100367
133	15453	99869
134	15478	99178
135	15504	98499
136	15596	98249
137	15717	98179
138	16302	100979
139	16725	102745
140	17104	104205
141	17353	104852
142	17407	104323
143	17433	103632
144	17509	103245
145	17579	102825
146	17629	102300
147	17669	101719
148	17744	101348
149	17800	100867
150	17874	100500
151	17942	100098
152	17998	99638
153	18061	99222
154	18123	98802
155	18190	98416
156	18242	97953
157	18300	97524
158	18421	97436
159	18736	98365
160	18926	98627
161	18974	98154
162	19018	97661
163	19062	97173
164	19111	96716
165	19156	96241
166	19207	95809
167	19267	95418
168	19322	95009
169	19362	94534
170	19402	94064
171	19422	93498
172	19466	93056
173	19502	92579
174	19542	92129
175	19584	91689
176	19669	91456
177	19740	91162
178	19818	90900
179	19887	90600
180	20042	90688
181	20526	92254
