iter	Logloss	Accuracy
203	0.3282052223	0.87875
204	0.3271915988	0.8825
205	0.326365483	0.885
206	0.3256671578	0.88375
207	0.3255325113	0.88375
208	0.3255295197	0.88375
209	0.3253204161	0.88375
210	0.3247924017	0.88375
211	0.3242975214	0.885
212	0.3240564015	0.885
213	0.3235789244	0.885
214	0.3226532369	0.8875
215	0.3223854823	0.88875
216	0.3223837291	0.88875
217	0.3223837246	0.88875
218	0.3213942795	0.8875
219	0.3206570115	0.88875
220	0.3206553376	0.88875
221	0.3206344331	0.88875
222	0.3202415771	0.8875
223	0.3197937632	0.8875
224	0.319031939	0.88875
225	0.3190014903	0.8875
226	0.3187999449	0.89
227	0.3186494242	0.89125
228	0.3182585771	0.89125
229	0.318121559	0.8925
230	0.3181195644	0.8925
231	0.3174792792	0.895
232	0.3168715552	0.895
233	0.3163516575	0.895
234	0.3160932262	0.895
235	0.315863787	0.89375
236	0.3151666148	0.8975
237	0.3147677867	0.8975
238	0.3145082085	0.89625
239	0.3144003587	0.89625
240	0.3138714767	0.895
241	0.3132540037	0.895
242	0.3132522878	0.895
243	0.3130758643	0.895
244	0.3128461603	0.895
245	0.3124906632	0.895
246	0.3113717777	0.895
247	0.3109311217	0.895
248	0.3106134588	0.89625
249	0.3102346998	0.89625
250	0.3095856138	0.89625
251	0.3093006698	0.89625
252	0.3090250407	0.89625
253	0.3089156997	0.89625
254	0.3085749155	0.89625
255	0.3083049661	0.89625
256	0.3078670854	0.895
257	0.3078670709	0.895
258	0.3076413736	0.89625
259	0.3070942035	0.89625
260	0.3066726803	0.89625
261	0.3062477652	0.89625
262	0.3062304874	0.89625
263	0.3059079731	0.89625
264	0.3052080215	0.8975
265	0.3045334074	0.9
266	0.3041945221	0.9
267	0.3041040451	0.9
268	0.3038183959	0.9
269	0.3030039933	0.90125
270	0.3028639373	0.90125
271	0.3027232466	0.90375
272	0.3026195234	0.90375
273	0.30240422	0.90125
274	0.3015940291	0.90625
275	0.3014529267	0.90625
276	0.3012752397	0.90625
277	0.3011431512	0.9075
278	0.3010492996	0.9075
279	0.3010233756	0.9075
280	0.3006781725	0.9075
281	0.3006781668	0.9075
282	0.3001447509	0.9075
283	0.299388365	0.90625
284	0.298716191	0.90625
285	0.2981606167	0.90625
286	0.298033609	0.9075
287	0.2979914922	0.9075
288	0.2974113003	0.9075
289	0.2973325048	0.9075
290	0.297302608	0.9075
291	0.2972388572	0.9075
292	0.2971037424	0.90875
293	0.2970142332	0.90875
294	0.2960475685	0.91125
295	0.2958460052	0.91
296	0.2955325481	0.91
297	0.2948884102	0.91
298	0.2942625944	0.91125
299	0.2941819771	0.91125
300	0.2940334633	0.91125
301	0.2940225302	0.91125
302	0.2938534028	0.9125
303	0.2928335679	0.91125
304	0.2925052351	0.9125
305	0.2924492939	0.9125
