iter	Passed	Remaining
0	149	149331
1	368	183901
2	707	235255
3	768	191257
4	828	164958
5	891	147685
6	958	136019
7	1006	124786
8	1045	115136
9	1108	109783
10	1161	104455
11	1240	102102
12	1314	99828
13	1385	97600
14	1479	97149
15	1588	97707
16	1719	99425
17	1901	103734
18	2232	115245
19	2512	123132
20	2850	132906
21	2940	130705
22	3007	127740
23	3083	125402
24	3157	123123
25	3230	121005
26	3324	119822
27	3410	118403
28	3488	116804
29	3552	114869
30	3611	112876
31	3645	110283
32	3708	108675
33	3772	107170
34	3806	104944
35	3891	104204
36	4145	107903
37	4449	112643
38	4654	114694
39	5022	120529
40	5079	118815
41	5179	118132
42	5269	117283
43	5318	115552
44	5374	114058
45	5442	112882
46	5504	111610
47	5528	109652
48	5581	108322
49	5639	107147
50	5694	105953
51	5725	104385
52	5792	103491
53	5868	102808
54	5940	102063
55	6015	101401
56	6357	105177
57	6629	107672
58	6771	108001
59	7071	110786
60	7436	114477
61	7531	113944
62	7580	112748
63	7660	112039
64	7734	111257
65	7812	110559
66	7883	109787
67	7952	108997
68	8016	108159
69	8078	107329
70	8145	106581
71	8213	105867
72	8284	105206
73	8364	104664
74	8500	104842
75	9011	109565
76	9281	111261
77	9550	112896
78	9911	115551
79	9968	114638
80	10040	113916
81	10115	113242
82	10196	112648
83	10259	111882
84	10318	111080
85	10378	110298
86	10432	109484
87	10492	108740
88	10551	108005
89	10621	107391
90	10691	106796
91	10761	106206
92	10787	105205
93	10853	104610
94	10879	103644
95	11109	104618
96	11409	106216
97	11654	107270
98	12031	109496
99	12129	109165
100	12217	108747
101	12255	107897
102	12344	107504
103	12432	107109
104	12513	106663
105	12581	106115
106	12653	105601
107	12739	105217
108	12848	105024
109	12941	104707
110	13017	104258
111	13059	103540
112	13172	103395
113	13435	104422
114	13719	105583
115	14069	107219
116	14104	106446
117	14186	106037
118	14257	105554
119	14323	105039
120	14388	104526
121	14469	104135
122	14572	103903
123	14612	103227
124	14712	102984
125	14794	102619
126	14848	102067
127	14910	101580
128	14973	101101
129	15040	100652
130	15089	100095
131	15219	100076
132	15717	102460
133	15973	103232
134	16546	106017
135	16640	105718
136	16709	105259
137	16770	104756
138	16830	104253
139	16871	103638
140	16950	103268
141	17024	102866
142	17089	102415
143	17145	101918
144	17207	101466
145	17275	101048
146	17351	100684
147	17416	100265
148	17486	99873
149	17575	99593
150	17770	99913
151	18054	100723
152	18340	101529
153	18854	103579
154	19109	104176
155	19200	103877
156	19288	103570
157	19374	103250
158	19451	102883
159	19525	102508
160	19623	102262
161	19723	102025
162	19818	101767
163	19878	101331
164	19938	100902
165	19997	100467
166	20120	100360
167	20412	101092
168	20694	101759
169	20836	101732
170	21244	102991
171	21330	102683
172	21398	102291
173	21469	101920
174	21545	101573
175	21615	101199
176	21683	100823
177	21729	100345
178	21807	100024
179	21879	99674
180	21948	99314
181	22043	99072
182	22130	98800
183	22203	98468
184	22272	98121
185	22654	99143
186	22983	99920
187	23232	100342
188	23541	101017
189	23642	100792
190	23663	100230
191	23752	99956
192	23834	99659
193	23902	99306
194	23953	98883
195	24000	98450
196	24044	98009
197	24088	97571
198	24130	97127
199	24177	96710
200	24236	96344
201	24256	95824
202	24321	95488
203	24382	95140
204	24442	94788
205	24495	94416
206	24553	94061
207	24687	94003
208	24830	93977
209	25180	94728
210	25640	95879
211	25978	96562
212	26045	96233
213	26105	95884
214	26179	95587
215	26252	95286
216	26279	94824
217	26304	94357
218	26381	94080
219	26470	93851
220	26515	93462
221	26586	93173
222	26680	92962
223	26757	92696
224	26817	92373
225	26847	91947
226	26906	91622
227	26970	91319
228	27088	91203
229	27378	91658
230	27614	91930
231	28059	92885
232	28149	92665
233	28219	92377
234	28289	92091
235	28358	91804
236	28440	91561
237	28532	91351
238	28629	91159
239	28713	90926
240	28791	90674
241	28856	90386
242	28881	89971
243	28939	89665
244	29000	89368
245	29058	89065
246	29422	89695
247	29751	90215
248	30021	90547
249	30303	90911
250	30408	90740
251	30481	90478
252	30560	90233
253	30625	89946
254	30719	89749
255	30798	89507
256	30871	89252
257	30899	88865
258	30980	88636
259	31052	88380
260	31125	88129
261	31191	87859
262	31266	87616
263	31349	87398
264	31574	87575
265	32020	88357
266	32308	88697
267	32729	89395
268	32813	89169
269	32886	88915
270	32957	88656
271	33029	88401
272	33095	88133
273	33190	87943
274	33277	87731
275	33355	87498
276	33433	87264
277	33496	86993
278	33552	86708
279	33610	86426
280	33679	86177
281	33729	85879
282	33864	85799
283	34115	86008
284	34400	86304
285	34654	86516
286	35346	87811
287	35429	87589
288	35492	87317
289	35573	87093
290	35636	86825
291	35706	86576
292	35760	86288
293	35816	86008
294	35872	85728
295	35938	85474
296	36009	85234
297	36075	84982
298	36130	84707
299	36182	84425
300	36234	84146
301	36289	83875
302	36410	83757
303	36620	83840
304	36883	84047
305	37167	84295
306	37362	84339
307	37427	84090
308	37493	83844
309	37549	83578
310	37622	83350
311	37693	83119
312	37758	82875
313	37832	82652
314	37929	82481
315	38034	82327
316	38137	82169
317	38205	81937
318	38266	81690
319	38353	81501
320	38811	82096
321	39048	82220
322	39365	82509
323	39650	82726
324	39739	82536
325	39832	82354
326	39920	82160
327	40010	81973
328	40077	81739
329	40137	81492
330	40194	81239
331	40260	81005
332	40327	80776
333	40406	80570
334	40507	80411
335	40587	80209
336	40730	80131
337	40989	80281
338	41258	80448
339	41508	80575
340	41885	80946
341	41985	80779
342	42066	80576
343	42159	80396
344	42232	80181
345	42314	79982
346	42399	79789
347	42467	79566
348	42543	79358
349	42630	79171
350	42695	78943
351	42768	78732
352	42829	78501
353	42926	78335
354	43101	78311
355	43387	78487
356	43677	78668
357	44007	78918
358	44077	78701
359	44137	78465
360	44201	78241
361	44277	78036
362	44348	77823
363	44426	77625
364	44497	77413
365	44570	77207
366	44641	76997
367	44710	76785
368	44787	76588
369	44861	76386
370	44934	76183
371	45004	75975
372	45334	76206
373	45577	76286
374	45873	76456
375	46230	76723
376	46604	77014
377	46693	76834
378	46781	76652
379	46851	76442
380	46927	76242
381	47012	76056
382	47096	75870
383	47171	75671
384	47243	75466
385	47321	75273
386	47394	75072
387	47472	74878
388	47540	74672
389	47619	74482
390	47773	74408
391	48328	74959
392	48646	75136
393	48934	75265
394	49041	75114
395	49124	74926
396	49203	74735
397	49275	74532
398	49358	74347
399	49436	74155
400	49505	73949
401	49572	73742
402	49651	73553
403	49744	73385
404	49846	73231
405	49934	73057
406	50024	72886
407	50266	72935
408	50594	73108
409	50872	73206
410	51406	73669
411	51530	73543
412	51632	73384
413	51720	73208
414	51813	73037
415	51883	72836
416	51960	72644
417	52032	72446
418	52112	72261
419	52174	72051
420	52238	71843
421	52303	71638
422	52366	71431
423	52424	71217
424	52679	71272
425	52993	71404
426	53259	71469
427	53522	71530
428	53597	71338
429	53663	71135
430	53725	70927
431	53782	70713
432	53850	70515
433	53925	70327
434	54003	70141
435	54100	69983
436	54148	69761
437	54193	69536
438	54240	69313
439	54287	69093
440	54353	68897
441	54412	68692
442	54476	68495
443	54572	68339
444	54971	68560
445	55251	68631
446	55549	68722
447	55966	68959
448	56051	68784
449	56113	68582
450	56178	68386
451	56243	68188
452	56305	67989
453	56385	67811
454	56450	67616
455	56522	67430
456	56602	67254
457	56703	67103
458	56809	66958
459	56907	66804
460	56964	66602
461	57037	66420
462	57231	66378
463	57723	66680
464	58067	66808
465	58448	66977
466	58552	66828
467	58646	66666
468	58733	66498
469	58821	66330
470	58894	66147
471	58951	65946
472	59012	65749
473	59069	65549
474	59139	65365
475	59210	65181
476	59282	64998
477	59339	64801
478	59408	64617
479	59561	64524
480	59844	64572
481	60109	64599
482	60459	64715
483	60532	64535
484	60602	64351
485	60674	64170
486	60749	63993
487	60830	63822
488	60897	63637
489	60979	63468
490	61054	63292
491	61139	63128
492	61247	62986
493	61350	62840
494	61436	62678
495	61701	62696
496	61911	62659
497	62177	62677
498	62507	62758
499	62851	62851
500	62976	62725
501	63079	62576
502	63162	62409
503	63240	62236
504	63343	62089
505	63405	61901
506	63477	61725
507	63561	61559
508	63634	61384
509	63718	61219
510	63788	61042
511	63848	60855
512	64033	60788
513	64417	60908
514	64719	60949
515	65006	60975
516	65361	61062
517	65448	60900
518	65535	60736
519	65626	60577
520	65712	60415
521	65789	60244
522	65860	60068
523	65925	59886
524	65995	59710
525	66088	59555
526	66179	59398
527	66267	59239
528	66384	59105
529	66637	59093
530	66920	59106
531	67368	59264
532	67772	59380
533	67888	59243
534	67999	59102
535	68087	58941
536	68162	58769
537	68249	58608
538	68313	58427
539	68368	58239
540	68426	58055
541	68486	57872
542	68553	57695
543	68620	57520
544	68685	57342
545	68741	57159
546	68824	56997
547	68993	56906
548	69256	56893
549	69538	56895
550	69847	56917
551	70207	56979
552	70303	56827
553	70375	56656
554	70453	56489
555	70531	56324
556	70607	56156
557	70681	55987
558	70753	55818
559	70842	55661
560	70934	55508
561	71042	55367
562	71137	55216
563	71214	55052
564	71485	55037
565	71782	55041
566	72129	55083
567	72444	55098
568	72655	55033
569	72708	54850
570	72766	54670
571	72832	54497
572	72896	54322
573	72981	54163
574	73080	54016
575	73170	53861
576	73277	53719
577	73351	53554
578	73418	53383
579	73486	53214
580	73565	53053
581	73663	52906
582	73868	52835
583	74154	52822
584	74418	52792
585	74812	52853
586	74909	52704
587	74984	52540
588	75053	52371
589	75112	52196
590	75172	52022
591	75236	51852
592	75302	51682
593	75374	51518
594	75469	51370
595	75574	51228
596	75679	51086
597	75752	50923
598	75825	50761
599	76032	50688
600	76313	50664
601	76567	50621
602	77113	50769
603	77374	50729
604	77440	50560
605	77484	50377
606	77551	50210
607	77610	50038
608	77673	49868
609	77743	49704
610	77821	49546
611	77903	49389
612	77995	49240
613	78089	49092
614	78193	48950
615	78256	48783
616	78314	48613
617	78437	48483
618	78690	48434
619	78974	48403
620	79228	48353
621	79582	48363
622	79687	48222
623	79781	48073
624	79870	47922
625	79951	47766
626	80017	47601
627	80086	47440
628	80155	47278
629	80236	47123
630	80303	46960
631	80371	46798
632	80431	46632
633	80491	46466
634	80557	46304
635	80956	46333
636	81241	46295
637	81553	46273
638	81895	46266
639	82103	46183
640	82162	46016
641	82224	45850
642	82281	45683
643	82336	45515
644	82403	45353
645	82475	45195
646	82569	45049
647	82674	44909
648	82780	44770
649	82853	44613
650	82928	44457
651	83013	44308
652	83112	44165
653	83281	44060
654	83774	44125
655	84077	44089
656	84365	44044
657	84710	44028
658	84771	43864
659	84843	43707
660	84909	43546
661	84988	43392
662	85045	43228
663	85113	43069
664	85168	42904
665	85228	42742
666	85316	42594
667	85393	42440
668	85469	42287
669	85524	42124
670	85582	41962
671	85633	41797
672	85712	41646
673	85969	41581
674	86266	41535
675	86517	41466
676	87109	41560
677	87212	41419
678	87295	41269
679	87363	41112
680	87431	40955
681	87499	40798
682	87573	40645
683	87643	40490
684	87710	40333
685	87798	40187
686	87897	40046
687	87988	39901
688	88065	39751
689	88126	39593
690	88233	39456
691	88473	39378
692	88839	39355
693	89074	39274
694	89430	39246
695	89537	39108
696	89624	38961
697	89718	38818
698	89796	38667
699	89858	38510
700	89918	38353
701	89987	38199
702	90060	38048
703	90132	37896
704	90206	37746
705	90274	37593
706	90340	37439
707	90435	37298
708	90837	37283
709	91181	37243
710	91460	37175
711	91769	37120
712	92098	37071
713	92212	36936
714	92299	36790
715	92382	36643
716	92454	36491
717	92514	36335
718	92583	36183
719	92670	36038
720	92743	35888
721	92807	35734
722	92869	35580
723	92927	35425
724	92994	35273
725	93154	35157
726	93526	35120
727	93780	35038
728	94083	34974
729	94401	34915
730	94502	34775
731	94583	34629
732	94668	34483
733	94763	34342
734	94850	34197
735	94915	34045
736	94973	33891
737	95036	33739
738	95100	33587
739	95165	33436
740	95250	33292
741	95297	33135
742	95412	33002
743	95711	32933
744	96087	32889
745	96389	32818
