iter	Logloss	Accuracy
0	0.6757105323	0.80875
1	0.6601419465	0.81125
2	0.6446564439	0.8125
3	0.631705769	0.81375
4	0.6233076843	0.81375
5	0.6103997198	0.81375
6	0.5986381066	0.82
7	0.5871596541	0.81375
8	0.5770660975	0.8125
9	0.5662166447	0.81125
10	0.5555570363	0.81125
11	0.5481426538	0.81125
12	0.5411171393	0.81125
13	0.5325975478	0.82125
14	0.5248819908	0.81375
15	0.5195229012	0.8175
16	0.5143864963	0.8175
17	0.5097666499	0.81875
18	0.504398042	0.8175
19	0.4986637699	0.81625
20	0.4931717636	0.8175
21	0.4875832687	0.8175
22	0.4821684553	0.8175
23	0.4801309064	0.8175
24	0.4754004754	0.8175
25	0.4718155958	0.81375
26	0.4692459639	0.815
27	0.4656977932	0.815
28	0.4627611334	0.81375
29	0.4596373297	0.81375
30	0.456800705	0.81875
31	0.4541037976	0.81875
32	0.4523321809	0.81875
33	0.4513557814	0.81625
34	0.4466612042	0.8175
35	0.4432453732	0.81875
36	0.4389663777	0.82125
37	0.4369949454	0.82375
38	0.4349670183	0.8225
39	0.4313928608	0.8225
40	0.4282000426	0.82375
41	0.4257427057	0.825
42	0.4223077045	0.82625
43	0.4202717989	0.825
44	0.418874341	0.825
45	0.4164961661	0.82625
46	0.4157809556	0.82625
47	0.4131612152	0.83
48	0.4119860521	0.83125
49	0.4107579337	0.83375
50	0.4098866489	0.83375
51	0.409524998	0.835
52	0.4083877816	0.83625
53	0.4066804685	0.84
54	0.4041904168	0.8375
55	0.4035110263	0.84
56	0.4010064798	0.84
57	0.3993297138	0.84375
58	0.3977129544	0.84375
59	0.3964613717	0.84375
60	0.3944595816	0.8425
61	0.3922091469	0.8425
62	0.3904645335	0.8425
63	0.3894329604	0.84125
64	0.3883672141	0.845
65	0.3876034327	0.845
66	0.3863921515	0.845
67	0.3862355154	0.845
68	0.3850472773	0.84625
69	0.38392387	0.8475
70	0.382913873	0.8475
71	0.3810812292	0.84875
72	0.3801309024	0.84875
73	0.3798838395	0.84875
74	0.3785509224	0.84875
75	0.3780176871	0.84875
76	0.3768387425	0.8475
77	0.3761169673	0.8475
78	0.3754301536	0.8475
79	0.374909764	0.85
80	0.3749022998	0.85
81	0.3743470165	0.85
82	0.3719858271	0.85
83	0.371144604	0.8525
84	0.3703320659	0.85
85	0.3699930527	0.85
86	0.369984828	0.85
87	0.3694075005	0.85125
88	0.3689031978	0.85125
89	0.368230821	0.85375
90	0.3671695926	0.8525
91	0.365883119	0.855
92	0.3648634702	0.85625
93	0.3643011639	0.85625
94	0.3636686427	0.85625
95	0.3635072004	0.85625
96	0.3620220011	0.85625
97	0.3614466509	0.855
98	0.3608372047	0.8575
99	0.3605681869	0.85875
100	0.3605669035	0.85875
101	0.3595077179	0.85875
102	0.3584334038	0.8575
103	0.3573729923	0.86
104	0.3565912632	0.85875
105	0.3555117934	0.85875
106	0.3540518634	0.86
107	0.3533774297	0.86
108	0.3530050606	0.86
109	0.3526439717	0.86
110	0.3519382052	0.8575
111	0.3512688335	0.86
112	0.3511253934	0.85875
113	0.3510994775	0.85875
114	0.3503902412	0.8625
115	0.350140466	0.8625
116	0.3490149353	0.86125
117	0.3485118858	0.86125
118	0.3474573254	0.86125
119	0.3469122706	0.86125
120	0.3458719	0.8625
121	0.3453367674	0.86375
122	0.3448463202	0.86375
123	0.3439890445	0.86625
124	0.3438382915	0.86625
125	0.3427555218	0.86375
126	0.3423987258	0.865
127	0.3421751838	0.865
128	0.3420363522	0.865
129	0.3409170698	0.86875
130	0.3406662214	0.86625
131	0.340221033	0.86625
132	0.3393909942	0.8675
133	0.3393909838	0.8675
134	0.3390643196	0.8675
135	0.3385284914	0.86875
136	0.3381238455	0.86875
137	0.3366733305	0.86875
138	0.3360054088	0.87125
139	0.3352286009	0.87125
140	0.3351918619	0.87125
141	0.3341472882	0.87125
142	0.3341250566	0.87125
143	0.3341241541	0.87125
144	0.3336462389	0.8725
145	0.3331450445	0.8725
146	0.3326547983	0.8725
147	0.3322184697	0.87125
148	0.3313533531	0.87125
149	0.3313430492	0.87125
150	0.3308102673	0.87125
151	0.3303214838	0.87125
152	0.3301370397	0.87125
153	0.3292219326	0.87375
154	0.3285971899	0.875
155	0.3283260839	0.875
156	0.3280339985	0.87625
157	0.3277351483	0.875
158	0.3275108396	0.87625
159	0.3275108339	0.87625
160	0.3267490333	0.87625
161	0.3264648571	0.8775
162	0.3261815013	0.87625
163	0.3260301917	0.87625
164	0.3257255997	0.87625
165	0.3253962379	0.87625
166	0.3245332005	0.87875
167	0.3238230768	0.87875
168	0.3234799624	0.88
169	0.3230932776	0.88125
170	0.3226039762	0.88125
171	0.3213776992	0.8825
172	0.3204580401	0.8825
173	0.3191557101	0.88625
174	0.3189323461	0.8875
175	0.3180203128	0.88625
176	0.3174078711	0.8875
177	0.3171361862	0.88875
178	0.3167213431	0.89125
179	0.316227153	0.8925
180	0.3155816017	0.89125
181	0.3154555742	0.8925
182	0.3150218933	0.89
183	0.3147895382	0.89
184	0.313999257	0.8925
185	0.3138113807	0.89375
186	0.3132453932	0.8925
187	0.3132453816	0.8925
188	0.3128425992	0.89375
189	0.3123493377	0.895
190	0.3122372432	0.895
191	0.3116826567	0.895
192	0.3116084945	0.895
193	0.3114403685	0.895
194	0.3110853289	0.895
195	0.3108484686	0.895
196	0.3103624591	0.895
197	0.3102191285	0.895
198	0.3099502391	0.895
199	0.3095758692	0.895
200	0.3089065013	0.895
201	0.3083409923	0.895
202	0.3080407747	0.895
203	0.3066014821	0.895
204	0.3061552585	0.89625
205	0.3060296625	0.8975
206	0.305464421	0.89625
207	0.3048972883	0.895
208	0.3046385727	0.895
209	0.3041716235	0.9
210	0.3033698835	0.8975
211	0.303082177	0.89875
212	0.3027596355	0.8975
213	0.3023219998	0.89875
214	0.302074425	0.89875
215	0.3014280684	0.89875
216	0.3010077466	0.89625
217	0.3010077431	0.89625
218	0.3005659042	0.89625
219	0.2998517853	0.89875
220	0.2995340984	0.89875
221	0.2994546855	0.89875
222	0.298884382	0.8975
223	0.2984392906	0.9
224	0.2980859187	0.9
225	0.2976231205	0.9
226	0.2973184231	0.9
227	0.2967922194	0.9
228	0.2961445371	0.9
229	0.2960985832	0.9
230	0.295594738	0.9
231	0.2953845344	0.9
232	0.2950331318	0.9
233	0.2947332098	0.9
234	0.294522363	0.9
235	0.293942866	0.90125
236	0.293256263	0.90125
237	0.2929769806	0.90125
238	0.2929454707	0.90125
239	0.2927245839	0.90125
240	0.2924214844	0.90125
241	0.2912828496	0.90125
242	0.2910376548	0.9025
243	0.2903267104	0.90375
244	0.2899323324	0.905
245	0.2896565036	0.90625
246	0.2894708286	0.90625
247	0.2888096702	0.905
248	0.288001098	0.905
249	0.2877330448	0.90625
250	0.2877293213	0.90625
251	0.287495579	0.90625
252	0.2873704112	0.9075
253	0.2868661351	0.90625
254	0.2868200068	0.90625
255	0.2865384743	0.9075
256	0.2857642324	0.9075
257	0.2855185204	0.9075
